symbol,entry_date,year,r,pnl,win,reason,hold,n_contractions,final_depth,first_depth,tighten_ratio,vdu_ratio,base_len_days,pivot_vs_top,wait_days,regime_on
BCS,2006-10-04,2006,0.7674806006444016,382.7328940749042,True,trail_ma,39,3,0.02089,0.04618,0.4523603291468168,0.9571,18,-0.010242051456980872,4,True
BCS,2024-04-05,2024,-1.0225241951400377,-15219.562680540832,False,stop,5,4,0.02637,0.11714,0.2251152467133345,0.9018,58,0.20624678546620134,4,True
BDC,2007-04-09,2007,-0.0211725172293281,-68.89281713519159,False,stop,28,3,0.04341,0.09364,0.4635839384878257,0.6624,26,0.12166393322917202,3,True
BDX,2015-07-29,2015,-0.8327458917684295,-18944.689343829825,False,trail_ma,17,5,0.01912,0.04155,0.4601684717208184,0.8989,49,-0.01116944710968637,20,True
BF-B,2014-03-21,2014,-1.026822923965352,-17773.026707132332,False,stop,16,3,0.02536,0.0681,0.37239353891336274,0.7705,40,0.10248006825379496,3,True
BF-B,2014-06-03,2014,-0.3367880348838427,-6254.970925741939,False,trail_ma,31,3,0.01969,0.06119,0.3217846053276679,0.7123,23,0.004064547040581568,13,True
BFH,2004-06-25,2004,-1.0184252237876386,-174.12530026492934,False,stop,10,4,0.03154,0.09711,0.32478632478632474,0.886,40,0.04855647386179318,4,True
BFH,2012-01-03,2012,-0.7981921757634036,-7856.9284397531055,False,trail_ma,2,3,0.04926,0.13417,0.367146157859432,0.5919,31,-0.022765316718587725,9,True
BFH,2012-01-25,2012,1.6256919773874123,5724.771603273836,True,trail_ma,73,4,0.05709,0.13417,0.42550495639859875,0.8631,44,-0.006344340602284504,11,True
BG,2004-11-23,2004,2.605075590259253,1839.895957429113,True,trail_ma,54,3,0.0406,0.10217,0.3973769208182441,0.8819,57,0.2206780396482506,3,True
BH,2009-08-24,2009,1.9288206781555552,9228.38502956249,True,trail_ma,42,4,0.06919,0.28408,0.2435581526330611,0.7814,47,0.005719732114068732,21,True
BHC,2012-05-03,2012,-1.7425351153398974,-19045.399286101067,False,stop_gap,1,5,0.04691,0.10985,0.4270368684569868,0.6184,66,0.0205975250124939,13,True
BHE,2013-06-26,2013,2.428892228423916,12920.049231777502,True,trail_ma,73,4,0.03856,0.09612,0.40116521015397416,0.8697,45,0.12254083889119305,8,True
BIIB,2012-01-30,2012,1.1478861461271197,11356.487800586889,True,trail_ma,87,4,0.03912,0.11697,0.33444472941779946,0.6834,59,0.14244012530209615,26,True
BIO,2016-12-02,2016,5.954004967879065,65805.76724521008,True,target,69,3,0.02764,0.06962,0.39701235277219193,0.9115,25,0.04517061788473464,3,True
BIO,2020-10-30,2020,-0.1073875240298372,-3728.47749850262,False,stop_gap,7,3,0.05206,0.10608,0.4907616892911011,0.6406,33,0.08477165097930306,8,True
BJRI,2009-08-04,2009,-0.6052399612208331,-2928.382255730648,False,trail_ma,22,5,0.07353,0.21343,0.3445157662933983,0.8459,47,-0.03244175590250742,15,True
BJRI,2010-09-28,2010,3.175610825304366,3532.1175407026444,True,trail_ma,67,3,0.0429,0.13074,0.32813217072051404,0.5111,35,0.036234540875546006,9,True
BJRI,2011-04-15,2011,5.973648633789618,66997.87670141543,True,target,60,3,0.05964,0.11946,0.4992466097438473,0.6539,44,0.03604539342641799,1,True
BKNG,2014-08-08,2014,-0.4895938539349485,-11274.3191985029,False,trail_ma,16,3,0.0372,0.08483,0.4385241070376046,0.9616,37,-0.03821576292668216,13,True
BKNG,2024-10-30,2024,5.95459949295152,5595.004079756557,True,target,23,4,0.0283,0.23268,0.12162626783565411,0.7641,73,0.06294698801221799,2,True
BKU,2015-10-29,2015,-0.1367753825982049,-2280.903255950229,False,stop_gap,11,5,0.04191,0.1279,0.3276778733385457,0.701,43,-0.006210561032428119,8,True
BLBD,2018-03-16,2018,-1.025729508288055,-23497.866857409204,False,stop,5,3,0.04149,0.15187,0.2731941792322381,0.9791,21,0.12616826219947774,9,True
BLCO,2024-12-10,2024,-1.7530503591363464,-108859.0595422588,False,stop_gap,1,5,0.05481,0.1381,0.39688631426502535,0.3742,55,-0.04176194327218197,3,True
BLD,2021-12-15,2021,-1.02424001665455,-63667.38659693569,False,stop,2,3,0.03848,0.10816,0.3557692307692307,0.6703,37,0.19713009641188606,21,True
BLDR,2019-10-09,2019,5.962210887827135,124291.34206186402,True,target,34,3,0.03614,0.08966,0.4030782957840731,0.8079,34,0.022167526101080526,9,True
BLKB,2009-12-18,2009,-0.0248067830515282,-105.03181161122237,False,stop,20,5,0.03156,0.15629,0.20193230532983553,0.8313,46,-0.09188523202327625,2,True
BLKB,2023-05-31,2023,-1.0403690148942055,-29012.642447165435,False,stop,13,6,0.02575,0.17646,0.14592542219199817,0.9024,80,0.13203759550864858,1,True
BLMN,2018-04-09,2018,-1.0177399934303573,-24049.80983617212,False,stop,3,3,0.05195,0.10533,0.49321181050033236,0.7323,35,0.09941295785553672,13,True
BLMN,2021-04-29,2021,-0.01687130092275,-908.05726151634,False,stop,4,4,0.05184,0.12564,0.4126074498567335,0.532,23,-0.024108734214679184,4,True
BLX,2025-02-28,2025,-0.0253988592030862,-237.4244199908968,False,stop,6,3,0.02538,0.06142,0.41322044936502766,0.6328,18,-0.02994925227956291,9,True
BMI,2017-09-21,2017,-2.108322625958976,-49890.3834710689,False,stop_gap,18,3,0.03471,0.08965,0.3871723368655884,0.7481,37,-0.013161131926427427,6,True
BMI,2018-11-29,2018,-1.0156715009227495,-26573.985086763827,False,stop,12,3,0.05223,0.14478,0.3607542478242851,0.7337,41,-0.02615821545643382,7,True
BMO,2016-05-26,2016,-1.0047554154257714,-1361.0168522173524,False,trail_ma,14,6,0.03177,0.10421,0.3048651760867479,0.9155,76,0.18185150168429964,2,True
BMRN,2011-10-28,2011,-1.0156715009227506,-11127.629955786748,False,stop,8,4,0.08849,0.25557,0.34624564698517035,0.839,40,0.002822206155861595,23,True
BMRN,2013-09-04,2013,-0.016871300922748,-104.72007265651295,False,stop,24,3,0.06891,0.23298,0.2957764614988411,0.8979,64,-0.03940392554699279,8,True
BN,2012-07-23,2012,0.9202158754057272,7656.451374060997,True,trail_ma,46,3,0.03634,0.08374,0.4339622641509434,0.5576,24,-0.007640621752977417,25,True
BN,2014-08-11,2014,0.4382839989914703,5410.272166770845,True,trail_ma,33,4,0.0178,0.04065,0.43788437884378845,0.656,57,0.046783938322933816,21,True
BN,2014-12-01,2014,-1.0280259209276472,-12192.865990792943,False,stop,5,3,0.03798,0.09191,0.4132303340224132,0.8296,47,0.04875524769975681,3,True
BNL,2024-09-30,2024,-0.4762914046519614,-3334.4189542945173,False,trail_ma,19,4,0.03767,0.0884,0.426131221719457,0.778,31,0.033978037474581946,13,True
BOH,2019-12-23,2019,-0.6863041413516868,-17605.296625542785,False,trail_ma,22,4,0.02754,0.06649,0.4141976237028125,0.8951,49,0.058854025335815185,11,True
BOOT,2025-01-13,2025,-0.1881045834458887,-9239.90201864988,False,stop_gap,13,4,0.08209,0.26762,0.30674090127793135,0.675,43,-0.07896133496747837,15,True
BPOP,2025-08-22,2025,-0.01687130092275,-189.08722285310105,False,stop,34,5,0.04545,0.19633,0.23149798808129168,0.8606,105,0.10161486755839855,24,True
BR,2015-11-05,2015,-1.0191951372846326,-907.1537280819874,False,stop,6,4,0.0375,0.16283,0.23030154148498433,0.9335,42,-0.0221252603370522,17,True
BRC,2024-02-08,2024,-0.0610220801815364,-975.6848580633496,False,stop,3,3,0.01559,0.04284,0.36391223155929037,0.5956,23,-0.007000692789272955,3,True
BRK-B,2023-08-07,2023,-0.0273099334137387,-10.682927959574329,False,stop,36,3,0.01712,0.0486,0.35226337448559675,0.8405,40,0.03743187371567824,13,True
BRKR,2010-02-25,2010,-0.8914944743365804,-4149.586351385261,False,trail_ma,2,3,0.05539,0.12374,0.4476321318894456,0.5368,22,-0.05179838688999683,6,True
BRKR,2010-05-05,2010,-1.0299007585228956,-3931.774129735,False,stop,1,3,0.0355,0.12517,0.2836142845729807,0.6846,18,0.015646554044833616,16,True
BRKR,2017-12-20,2017,-1.0326906239017146,-19591.163989181416,False,stop,2,3,0.03231,0.10666,0.30292518282392644,0.929,31,-0.004271714943004601,1,True
BSBR,2018-03-21,2018,-1.033488711038726,-2877.5603478328803,False,stop,2,4,0.0315,0.11604,0.2714581178903826,0.9403,33,-0.02474388718523257,1,True
BSM,2023-11-02,2023,-1.0275736739076085,-36118.523495045134,False,stop,4,5,0.0283,0.06194,0.4568937681627381,0.8352,54,0.014639410668775055,5,True
BSX,2024-04-23,2024,3.499479096424398,119159.7637982868,True,trail_ma,60,4,0.01961,0.04073,0.48146329486864714,0.8375,63,0.19743860250991063,34,True
BSX,2024-10-23,2024,-0.0840275474139431,-208.59032282645217,False,stop_gap,2,3,0.02709,0.09505,0.2850078905839032,0.9634,49,0.06873975907711127,16,True
BTE,2010-09-14,2010,5.975929899077249,34078.90176243192,True,target,71,4,0.05176,0.15894,0.3256574808103687,0.7539,40,-0.028448156487269283,19,True
BTI,2004-04-20,2004,-0.4874207462666747,-980.2555983470734,False,trail_ma,14,3,0.0214,0.0514,0.41634241245136183,0.6103,30,0.07656917459241463,39,True
BWXT,2017-05-02,2017,-1.0197904693541406,-22857.14935270733,False,stop,12,3,0.01853,0.0561,0.3303030303030303,0.6605,34,0.0064710267443406355,10,True
BWXT,2017-10-26,2017,-1.0295926871320826,-3324.76809021413,False,stop,8,6,0.02124,0.05743,0.3698415462301932,0.9948,85,0.2334713193758109,8,True
BWXT,2018-02-01,2018,-1.2594533721291996,-436.6632391580351,False,trail_ma,3,3,0.0253,0.06872,0.36816065192083813,0.7236,43,0.0037900960193855138,18,True
BX,2014-02-24,2014,-0.0265203142231841,-462.71682914084846,False,stop,14,3,0.02973,0.11673,0.25469031097404266,0.8664,20,-0.025905147353409208,3,True
BXP,2004-11-01,2004,-0.0203704044833608,-17.666320826024275,False,stop,45,3,0.0166,0.062,0.267741935483871,0.8535,24,0.028734910527016932,14,True
BXSL,2024-06-21,2024,-0.3936541736664496,-9887.677323630624,False,trail_ma,6,4,0.02127,0.07163,0.29694262180650566,0.7151,29,-0.028466433288171777,2,True
BY,2026-06-08,2026,4.313725160471039,97537.28683964636,True,end_of_test,37,5,0.03397,0.09064,0.37477934686672554,0.6943,74,0.007195331890239798,2,True
BYD,2015-03-09,2015,-0.6877672550535581,-14672.568115586437,False,trail_ma,13,4,0.08387,0.18967,0.44218906521853746,0.9987,46,0.07555892479620074,21,True
BYD,2017-07-25,2017,-1.4173347484641103,-26101.74828762049,False,stop_gap,3,4,0.03154,0.07061,0.4466789406599631,0.7708,29,-0.005631472776755242,3,True
CAKE,2013-04-29,2013,0.4210355356707962,6045.432535435413,True,trail_ma,62,4,0.02811,0.063,0.4461904761904762,0.9376,73,0.10407010039560172,5,True
CALM,2012-03-12,2012,-0.6703842918468358,-1397.9060502485104,False,trail_ma,14,6,0.02861,0.10537,0.2715194078010819,0.6245,74,0.14390756188926068,5,True
CALY,2006-04-11,2006,-2.28032267363498,-520.5195872173058,False,stop_gap,1,6,0.03123,0.09577,0.32609376631513004,0.7637,84,0.14675510356052457,2,True
CALY,2018-03-16,2018,5.963660026467362,126251.24819091902,True,target,59,3,0.0381,0.12232,0.3114780902550687,0.8408,44,0.042324042207980694,12,True
CALY,2026-04-15,2026,-0.0168713009227498,-366.3002566869631,False,stop,13,3,0.05878,0.15364,0.3825826607654257,0.608,21,-0.04320988461848907,8,True
CAR,2015-02-20,2015,-0.8303103296960008,-17228.849813764395,False,trail_ma,2,3,0.04254,0.11546,0.36843928633292916,0.8327,27,-0.07355306412027285,2,True
CARR,2021-04-19,2021,-1.0251903341801325,-41794.683123864765,False,stop,1,5,0.03289,0.18431,0.17844935163583095,0.9645,62,0.03671923325403159,4,True
CASH,2021-05-25,2021,-0.6283157854541205,-1511.0098607470954,False,trail_ma,18,4,0.05362,0.12007,0.44657283251436664,0.8843,39,0.03374893962030212,7,True
CASH,2021-09-09,2021,2.8576182926554297,166458.83222985617,True,trail_ma,59,6,0.04914,0.11263,0.43629583592293353,0.8438,67,-0.07562906488261534,3,True
CASY,2005-12-01,2005,1.2112302792952334,169.91430648966423,True,trail_ma,43,3,0.04258,0.13348,0.3189991009889122,0.7654,36,1.5146680850675054e-05,6,True
CASY,2007-09-18,2007,-1.0231169144250627,-423.7647790519288,False,stop,5,3,0.0463,0.16943,0.27326919671840877,0.6891,34,0.05209963780943938,10,True
CASY,2010-07-29,2010,1.1869760926118085,6164.858081817222,True,trail_ma,65,6,0.02065,0.23392,0.08827804377564981,0.594,62,-0.07989131337791422,6,True
CASY,2015-12-04,2015,-0.0168713009227512,-320.5215345810465,False,stop,10,4,0.05034,0.11784,0.4271894093686355,0.9327,51,0.008245147431290123,10,True
CASY,2023-02-01,2023,-1.0249375387755808,-5791.067524155559,False,stop,1,4,0.02985,0.06923,0.43117145746063845,0.9715,39,-0.04590454172662706,2,True
CASY,2024-07-26,2024,-1.0274685302950433,-46171.24522435454,False,stop,5,4,0.03878,0.08914,0.43504599506394437,0.6392,39,0.12010691784487659,3,True
CAT,2010-11-15,2010,5.966246025079175,30721.20113192418,True,target,61,3,0.04212,0.10486,0.40167842838069806,0.9401,47,0.1473993725949434,16,True
CAT,2014-04-24,2014,-0.6651739919342252,-8581.885393207434,False,trail_ma,26,5,0.02671,0.07517,0.35532792337368635,0.7991,63,0.11695026020038246,4,True
CAT,2017-10-10,2017,5.955006402813964,103272.85749529928,True,target,49,5,0.01435,0.03756,0.3820553780617678,0.6997,58,0.14841197519146254,5,True
CATY,2004-08-03,2004,-0.6132305269804041,-1240.973077692737,False,trail_ma,4,3,0.04061,0.10563,0.38445517371958726,0.6519,37,-0.01946234024479354,29,True
CATY,2015-05-15,2015,1.3085814815608292,1969.8141144072365,True,trail_ma,54,6,0.03305,0.13192,0.2505306246209824,0.8122,81,0.10553299437519281,14,True
CB,2024-08-30,2024,-0.4278492112658062,-17190.05753379402,False,trail_ma,26,4,0.02126,0.06201,0.34284792775358813,0.6861,46,0.030144552696859783,4,True
CBOE,2013-04-10,2013,-0.0511933131005602,-76.20435211619264,False,stop,3,3,0.0174,0.05456,0.3189149560117302,0.7104,55,0.1806735199935705,19,True
CBRE,2005-11-01,2005,5.975929899077251,14376.332500018589,True,target,73,3,0.07495,0.15631,0.47949587358454354,0.8555,32,-0.024048073442172968,6,True
CBRE,2019-08-01,2019,-0.0356201635488599,-598.2553590401203,False,stop,1,5,0.02303,0.11192,0.20577197998570404,0.7598,57,0.011841079538914112,7,True
CBRL,2005-03-10,2005,-0.037369927042567,-27.41262666122962,False,stop,9,4,0.02901,0.08759,0.3312021920310538,0.9146,41,-0.0041991448293571265,8,True
CCB,2025-02-27,2025,-0.0280509705827149,-909.16172109156,False,stop,3,5,0.03971,0.11441,0.3470850450135478,0.9979,46,0.07430165656120447,1,True
CCEP,2004-04-30,2004,1.4332281105856208,2800.0146087746502,True,trail_ma,52,4,0.04008,0.10641,0.3766563292923597,0.6597,47,0.02685607704654802,4,True
CCEP,2011-05-05,2011,-1.0392448430966323,-2504.755439853667,False,stop,1,3,0.02118,0.06851,0.3091519486206393,0.5459,35,0.030812053988178878,16,True
CCJ,2005-08-31,2005,0.4386394737750261,1125.2782886993502,True,trail_ma,31,5,0.06307,0.16719,0.3772354805909444,0.9271,45,0.0675615347685603,34,True
CCK,2005-08-19,2005,-1.0306004817781351,-1659.7075981309845,False,stop,19,5,0.03465,0.08032,0.4313994023904382,0.7456,43,0.10204091407182792,1,True
CCOI,2012-03-19,2012,-0.773826713525929,-8859.410393821807,False,trail_ma,16,3,0.08652,0.25603,0.33792914892786,0.9077,36,-0.02154958923740158,6,True
CCOI,2021-11-29,2021,-0.7868483238196727,-9780.752373994508,False,trail_ma,3,4,0.02876,0.0984,0.29227642276422766,0.7062,58,-0.03969218483237247,24,True
CCOI,2023-11-09,2023,-0.0277348716650197,-1005.7265492494475,False,stop,1,3,0.0402,0.1841,0.21835958718087994,0.6316,42,-0.0874475561809489,6,True
CCS,2023-03-31,2023,-0.7553173290966171,-1884.5001297854328,False,trail_ma,5,3,0.04735,0.11686,0.4051856922813623,0.8066,31,-0.046671709763999036,2,True
CDNS,2023-02-14,2023,1.0568831433712398,45383.16330825968,True,trail_ma,50,3,0.04512,0.099,0.45575757575757575,0.9846,48,0.08264226063856572,2,True
CDRE,2023-10-20,2023,6.213104891477508,296397.2951271719,True,target_gap,93,3,0.05351,0.11536,0.4638522884882108,0.8973,49,0.06750738157043856,2,True
CDW,2018-01-31,2018,-1.2083978010575704,-35170.35277302038,False,stop_gap,5,4,0.03391,0.07241,0.46830548266813976,0.8673,51,0.04998959120675739,10,True
CDXS,2018-03-01,2018,-0.0186010171235987,-555.6903840578467,False,stop,6,3,0.06151,0.14286,0.4305613887722246,0.7817,31,-0.0021163496818007443,2,True
CE,2017-12-14,2017,-0.0388132000613271,-423.00429447203777,False,stop,31,3,0.02781,0.06626,0.4197102324177483,0.7344,36,-0.003651813593992692,6,True
CENT,2005-08-02,2005,-0.017417546548339,-29.75603828510363,False,stop,6,6,0.0398,0.12187,0.32657750061540985,0.5538,90,0.06906133229810951,15,True
CERS,2018-06-20,2018,-1.0156715009227506,-32472.56834922166,False,stop,5,5,0.04672,0.1265,0.3693280632411067,0.7814,60,0.170940173726859,4,True
CFFN,2016-10-31,2016,1.5350317097655009,21571.34368725597,True,trail_ma,53,3,0.02116,0.05107,0.4143332680634424,0.9183,31,-0.021393980394659562,9,True
CFR,2025-01-16,2025,-0.4753097726547186,-23534.11051844023,False,trail_ma,12,5,0.03951,0.08741,0.45200777943027115,0.5006,46,0.021034917463064184,5,True
CGBD,2021-11-04,2021,-1.0470290819822756,-34398.6662517441,False,stop,3,4,0.02175,0.0486,0.44753086419753085,0.9814,40,0.04442098297951036,3,True
CGEN,2014-02-07,2014,-0.0168713009227517,-390.90435494636375,False,stop,2,3,0.0966,0.23846,0.40509938773798543,0.742,46,0.07500006877459264,1,True
CGNX,2004-06-15,2004,-0.016871300922749,-33.31617558945308,False,stop,18,5,0.07415,0.15638,0.4741654943087351,0.7068,53,-0.06569926039363894,15,True
CGNX,2013-07-08,2013,5.973748101919023,52463.215751655305,True,target,46,3,0.04328,0.13083,0.33081097607582355,0.6963,54,0.08392253416239748,15,True
CHD,2004-07-13,2004,-0.8624634511190076,-40.44612140895623,False,trail_ma,9,3,0.03156,0.07635,0.41335952848722984,0.9354,41,-0.02432345103668654,4,True
CHE,2006-04-18,2006,-1.5114022289321538,-4902.98095345581,False,stop_gap,6,4,0.04891,0.11296,0.43298512747875356,0.9647,66,0.0855115746663897,2,True
CHE,2014-07-01,2014,1.8102484019964349,7530.857213382438,True,trail_ma,62,3,0.02126,0.11859,0.17927312589594402,0.5277,46,-0.004172015319813038,10,True
CHGG,2018-02-02,2018,-1.0169139356100956,-31647.722855745946,False,stop,2,3,0.03539,0.16667,0.21233575328493426,0.4592,42,0.010303034926905763,23,True
CHH,2005-01-13,2005,0.5831930049194105,1181.0315573733974,True,trail_ma,69,3,0.04524,0.21083,0.21458046767537828,0.4201,50,-0.02083305015194703,3,True
CHKP,2014-01-24,2014,-0.243462924284774,-3167.672788243719,False,stop_gap,6,4,0.02941,0.07381,0.39845549383552364,0.8751,56,0.04220149657087369,9,True
CHKP,2019-04-04,2019,-1.0327435562977976,-11106.192950270592,False,stop,1,5,0.02313,0.11278,0.20508955488561803,0.7001,75,0.1400540540206463,3,True
CHRW,2006-03-22,2006,-0.0171575279962735,-59.09545548464783,False,stop,24,5,0.06695,0.14469,0.46271338724168903,0.8746,73,0.11539278717396195,7,True
CHRW,2011-01-03,2011,-1.052882015554326,-1515.183521196121,False,stop,2,3,0.01737,0.05687,0.30543344469843503,0.6381,47,0.10763416904114176,1,True
CHTR,2019-06-05,2019,-0.4225204650206344,-8495.423533881643,False,stop_gap,36,3,0.03293,0.06758,0.4872743415211601,0.758,32,0.02809629000208047,20,True
CHTR,2019-07-26,2019,-0.6306952878323391,-10257.900389681528,False,trail_ma,2,5,0.02771,0.06758,0.4100325540100621,0.9236,62,0.0805934583651311,26,True
CI,2005-09-23,2005,-0.034520467758891,-33.65820331635629,False,stop,9,3,0.03166,0.07311,0.4330460949254548,0.6823,29,0.03912382659674796,22,True
CIB,2010-06-16,2010,5.971687263110911,30063.035621165287,True,target,54,3,0.0538,0.11118,0.4838999820111531,0.7201,28,0.04096141974883993,3,True
CIB,2025-06-02,2025,0.3822085633953792,5042.424562078167,True,trail_ma,41,3,0.05402,0.16671,0.32403575070481677,0.5712,38,0.014938403172613635,2,True
CIB,2025-09-05,2025,-0.0358889437946406,-839.3092906174146,False,stop,19,4,0.02806,0.07213,0.38901982531540275,0.9508,63,0.1335126122287329,3,True
CIM,2013-05-03,2013,-1.0282171288999828,-10374.960197020138,False,stop,13,3,0.03374,0.09236,0.3653096578605457,0.6261,37,0.06750766499086391,19,True
CIM,2014-06-06,2014,0.0756095928376305,1700.5529740020238,True,trail_ma,70,6,0.01587,0.04375,0.36274285714285714,0.8355,63,0.013906553960279844,3,True
CINF,2013-04-15,2013,-0.3710489771870301,-4055.57139806844,False,trail_ma,28,3,0.02833,0.07347,0.3855995644480741,0.8998,45,0.04157483322227029,12,True
CINF,2019-04-18,2019,5.945507818450426,45984.12615144446,True,target,32,4,0.02225,0.08334,0.2669786417086633,0.7316,41,0.016402201735248534,8,True
CINF,2019-06-05,2019,0.8748337898979329,24478.873641634134,True,trail_ma,43,6,0.02208,0.08334,0.26493880489560834,0.9259,67,0.13040316254086481,14,True
CIO,2025-10-15,2025,-1.1719125950938327,-5039.1326790851945,False,stop,5,5,0.00288,0.08718,0.03303509979353063,0.9318,44,0.18803417479741968,21,True
CIO,2025-12-30,2025,0.2883607440590041,302.7464034541526,True,delisted,5,3,0.00144,0.01739,0.08280621046578494,0.8934,23,0.008695643760907146,3,True
CIVI,2023-06-20,2023,-0.6343161698952977,-37608.85551481977,False,trail_ma,2,3,0.07093,0.19933,0.35584207093764114,0.5508,51,-0.036158332687305283,22,True
CIVI,2023-09-05,2023,-0.0291872602091584,-1093.989860616594,False,stop,11,6,0.03298,0.1079,0.30565338276181653,0.5545,68,0.12976738810682598,3,True
CLB,2007-04-05,2007,0.71090253958445,2588.787241625169,True,trail_ma,37,4,0.04096,0.10653,0.38449263118370414,0.7056,37,0.016078979918997316,3,True
